,address,comment,id_res,id_user,latitude,longitude,name_res,rating,username,label
39593,"44 Nguyễn Bỉnh Khiêm, P. Hương Xuân,Tp. Nha Trang, Khánh Hòa","Đòi đi ăn bò Lạc Cảnh cho được, cái đĩa bò toàn mùi dầu hoả
Một bạn nhân viên ăn thử cũng xác nhận và nhả liền, nhưng cũng chỉ bỏ đi, nhân viên khác thì ngó lơ
Bác già giống bác chủ ăn thử thì cãi sống cho dc là chả có vấn đề gì, do nướng sẵn vậy vậy, kêu ăn miếng nữa cũng chả dám ăn :3. La làng là bạn nhân viên nào ăn thử 

Bạn nhân viên thì trốn luôn, đố dám xuất hiện ở bàn mình
Chỉ tiếc là ko quay video cái bánh đó bỏ miệng nhai rồi nhả :3

Thiệt ra bọn mình cũng chưa kịp nghĩ bắt đền thế nào, chỉ muốn biết đó là cái gì, và nó sẽ phản ứng thế nào trong bụng bọn mình thôi. Huhu",279,xinloiemiubananh,12.2567417,109.194517,Bò Nướng Lạc Cảnh,1.0,Poly July,0
39594,"44 Nguyễn Bỉnh Khiêm, P. Hương Xuân,Tp. Nha Trang, Khánh Hòa","Cũng bị nghe câu, đến Nha Trang phải ăn bò Lạc Cảnh, đâm ra thử. Cuối cùng ăn xong muốn chửi tiên sư thằng nào nghĩ ra câu đó. 
Mình có lượn 1 vòng tp Nha Trang ăn uống vỉa hè đến sang trọng đủ cả. So với mặt bằng chung Nha Trang thì nhận xét như sau : Nhân viên xấu - thiếu ý thức - phục vụ khá chán : 
1- Vừa ăn vừa chửi nhau dù là đùa trc mặt khách ( khoảng 4h chiều )
2- Gọi thì đặt cái bếp bộp xuống mặt, quay lưng đi
3- Gọi đồ ăn thì lâu, có lúc quên lúc thiếu.
4 - Khách TQ bàn bên gọi thì k nghe được tiếng liền bỏ đi kệ họ đợi.
5- Quán tồi tàn trông có vẻ bẩn bẩn.
--> Chất lượng bò tàm tạm k thể kéo lại được điểm xấu phục vụ . Nếu bạn không muốn bực mình hay thất vọng thì đừng đến.",279,tuoinho_lamviecnho_hohoho,12.2567417,109.194517,Bò Nướng Lạc Cảnh,2.6,Trung Ngọc,0
39595,"44 Nguyễn Bỉnh Khiêm, P. Hương Xuân,Tp. Nha Trang, Khánh Hòa","ngày 13/4/2017 đến nha trang chơi nghe bò lạc cảnh nổi tiếng đến ăn thử , thất vọng tràn trề , đồ ăn thì dỡ nhân viên phục vụ thì kém , khó chịu khi gọi món ăn ,  ko hiểu cái sự nổi tiếng đó từ đâu ra",279,vietguy8x,12.2567417,109.194517,Bò Nướng Lạc Cảnh,2.6,VietBoy,0
39596,"44 Nguyễn Bỉnh Khiêm, P. Hương Xuân,Tp. Nha Trang, Khánh Hòa","Mình mới đi NT, nghe mn PR là bò nướng lạc cảnh ở đây là đặc sản NT, đến đây mà chưa ăn bò lạc cảnh thì chưa phải đến NT.
Ấn tượng đầu tiên ở đây là không gian không mấy sạch sẽ, khói um tùm.
Mình vào gọi 01 suất bò nướng lạc cảnh và 01 cơm rang hải sản. Nhân viên phục vụ mang bò lên trước. Trong lúc dùng bữa, nhớ không nhầm thì mình gọi các bạn phục vụ đến 5 - 6 lần đưa cơm rang của mình lên nhưng có vẻ các bạn ấy đều cố tình không nghe thấy. Có 2 bạn NV ngồi ở bàn ngay cạnh mình chơi game và tán phét, mình gọi nhưng cũng cố lờ đi. Xong! mình ăn đúng suất bò của mình và gọi tính tiền rồi đi chỗ khác ăn thêm. Còn nữa, vỉ nướng thì cáu bẩn rất mất vệ sinh.
> Đến NT lần sau mình sẽ không bao giờ quay lại!!! Mình là khách, mình bỏ tiền đi ăn chứ có phải ăn xin đâu nhỉ ))",279,hangntt29,12.2567417,109.194517,Bò Nướng Lạc Cảnh,1.0,Hang Nguyen,0
39597,"44 Nguyễn Bỉnh Khiêm, P. Hương Xuân,Tp. Nha Trang, Khánh Hòa","- Đồ ăn tuy ngon nhưng phục vụ lâu
- Nhân viên không thân thiện, thiếu chuyên nghiệp, tác phong lề mề
- Wifi không kết nối được
- Có sự thiên vị các bạn Trung Quốc và Nga trong cung cách phục vụ.",279,pyomy1011,12.2567417,109.194517,Bò Nướng Lạc Cảnh,2.4,Phương,0
39598,"44 Nguyễn Bỉnh Khiêm, P. Hương Xuân,Tp. Nha Trang, Khánh Hòa",Mang dĩa bò ra đổ dô cặp khách khách nhắc còn lơ để đổ tiếp. Xong đi 1 mặt ko thèm lau dùm để khách tự lo. Kêu cơm chiên tỏi thì mang ra cơm chiên muối ớt cay ko ăn đc. Bò thì ngon nhưng phục vụ chỉ thêm bực mình,279,tovananh4129313,12.2567417,109.194517,Bò Nướng Lạc Cảnh,1.2,To Van anh,0
39772,"B13 - 6 Phạm Hùng, P. Vĩnh Bảo,Tp. Rạch Giá, Kiên Giang","Mình là khách quen hay ăn ở quán vì gần nhà. Hôm nay lại ăn vẫn kêu như bình thường mì cay và trà sữa xô. Mọi ngày xô trà sữa có đầy đủ thạch, bánh flan, trân châu (35k) nhưng hôm nay chỉ có trà sữa ko.. Lúc tính tiền mình mới kêu con bé phục vụ hỏi lại cô thu tiền xô trà sữa chỉ có vậy thôi sao vì mọi lần có đủ thứ hết.. Một lát sau con bé đem tiền thối ra thì số tiền có dư 20k và ko giải thích gì hết. Mình để lại 20k dư đó và lấy đúng phần tiền thối theo hóa đơn rồi đi về.. Bé phục vụ là nhân viên mới thì ko nói đằng này chủ quán cũng kiệm lời với khách vậy thôi sau này ko ghé nữa.. Lúc trước thì 1 tháng mình ghé hơn 10 lần còn bây giờ thì ko có lần nào nữa!!!!!!!",226124,minhminh090892,9.999036064588699,105.0863078981638,Chilli House - Mì Cay Hàn Quốc,1.0,Minh Leo,0
39790,"B13 - 6 Phạm Hùng, P. Vĩnh Bảo,Tp. Rạch Giá, Kiên Giang","- Nhạc mở to và toàn nhạc Sơn Tùng
- Cơm trộn thì không ngon, cơm nhão, kim chi mặn, để khóm vào ăn không hợp..",226124,duy88870,9.999036064588699,105.0863078981638,Chilli House - Mì Cay Hàn Quốc,2.0,mik123,0
39946,"6 Phan Bội Châu,Tp. Rạch Giá, Kiên Giang","Mình gồm bốn người kêu 4 tô bún,2 đầu cá,1 bún thêm cho e bé,tính tiền 300k ,quá mất bún ăn cũng chẳng có j đặc sắc",166086,tmaikitty,10.011575,105.082144,Hai Tầm - Bún Cá,2.2,trucmai,0
39952,"40-41-42 Lô F11 Đường 3 Tháng 2,Tp. Rạch Giá, Kiên Giang","Quán phục vụ chậm, nv không huyên, hết món không báo khách mà vẫn tính tiền. Khách phản ưng thi mơi thối lại tiền, quán này bán theo xe và quần áo người ăn hay sao ấy, xe tay ga thì phục vụ mau, ngưoif đi xe thường thì phục vụ lâu",866076,itnghia87,9.9731985073102,105.0958109668647,Nhà Hàng Hoằng Long - Chuyên Món Hoa,1.0,Trong Nghia Lương bui,0
39976,"Phạm Hùng,Tp. Rạch Giá, Kiên Giang","quá thất vọng về cách phục vụ, đúng kiểu bán đắt nên ko cần khách, dù đồ ăn ngon cỡ nào mà thái độ phục vụ như vậy thì không quay lại lần 2.",633712,Huyenkiki,9.9942840287949,105.0884932279587,Cơm Tấm Phạm Hùng,3.2,Huyenkiki,0
40146,"66 Đặng Thùy Trâm,Thị xã Hà Tiên, Kiên Giang","Nhân viên quán không để ý khách đến, không ghi other, phục vụ lâu, nhắc nhiều lần nhưng vẫn không được phục vụ. Rất ức chế",257280,Anhduy17,10.3797629158957,104.4850169867277,Quán Cơm Dìn Ký,2.8,Anhduy17,0
40187," 165 Tỉnh lộ 28, P.Pháo Đài,Thị xã Hà Tiên, Kiên Giang","Nhà hàng có view đẹp, không gian giả cỗ với rất nhiều đồ gỗ, nhưng nhìn rối mắt quá, sắp xếp ko có trật tự hay hay theo đường lối, có đồ gỗ nào là xếp thêm vào 1 góc, nhìn kín hết cả không gian!
Món ăn khá ổn, chỉ là hơi đắt, giá hải sản đắt gắp đôi so với thị trường (dù chỉ cách chợ Hải sản có chút xíu)
Thất bại thảm hại nhất lại nằm ở....phục vụ!
Phục vụ quá ít dẫn đến rối, và không chuyên nghiệp tí nào, vd: cho Lẩu mà ko cho vá múc, thiếu thứ này thứ kia liên tục!
Hôm đó lại đúng ngay có Tiệc sinh nhật của 1 em bé người Campuchia, mọi người uống bia hò hét, hát tiếng Camp suốt tiệc, ko có cách nào ngăn dc tiếng ồn khủng khiếp đó.
Nếu chỉ vào đây cafe ngắm cảnh thì ổn, mà nên đi ban ngày, ban đêm thì....muỗi bu đen cả 2 chân!",67193,daothaitrung,10.383896,104.471357,Nhà Hàng Gió Biển - Tỉnh Lộ 28,2.4,Thái Trung Kendu,0
40233,"Lô P13 - 12 Phan Thị Ràng,Tp. Rạch Giá, Kiên Giang","Mình ở SG có dịp ghé Rạch giá chơi, vì thèm trà sữa nên quyết tâm đi đến Royal Tea để uống, chỉ đơn giản đây là ""thương hiệu trà sữa ở SG cũng có"" thì mình hi vọng chất lượng và hương vị sẽ không khác nhiều so với mùi vị mình đang thèm ơi là thèm.
ĐIỂM TRỪ 1: QUÁN RẤT XA
Do không phải là người bản xứ nên mình không biết vị trí của quán vậy là đã đẹp chưa, nhưng mình chạy từ phía TTTM 30/4 đến quán ước chừng cũng mất hơn 5km (?!) nhưng do thèm ts Đài Loan nên cũng bấm bụng chạy đến. Quán nằm ở khu dân cư mới khá sầm uất, nhưng chung quy vẫn là RẤT XA!
ĐIỂM TRỪ 2: KHÔNG CÓ NHÂN VIÊN TRÔNG XE
Ai vào quán dù mua mang đi hay dung f tại quán cũng đều đâm xe lên lề, dựng bừa rồi bước vào. Không có nhân viên hướng dẫn chỗ đỗ xe, cũng không có nhân viên giữ xe. Thiếu sót này khiến mình cảm thấy việc đậu xe vào uống nước ở đây kỳ KHÔNG AN TOÀN.
ĐIỂM TRỪ 3 (và là điểm khó hiểu nhất): KHÔNG PHỤC VỤ TRÀ SỮA (?!!!?)
Mình vào quán order, menu vẫn đầy đủ như Royal Tea ở SG nhưng gọi trà sữa thì nhân viên bảo hết, gọi matcha kem cheese cũng lắc đầu và chỉ tay sang MỘT TẤM BẢNG VIẾT TAY kế bên menu GHI KHÔNG CÓ TRÀ SỮA, MATCHA, KEM CHEESE VÀ VÀI GẠCH ĐẦU DÒNG NỮA. Mình xem một lát hỏi thẳng luôn nhân viên hiện quán có bán món nào thì được thông báo là đang chỉ có trà truyền thống và trà trái cây. HAI LỰA CHỌN TRONG SỐ GẦN CHỤC MỤC TRONG MENU??? Lúc mình đến quán là 19h30 (h đi chơi uống nước ấy chứ chẳng phải h gần đóng cửa) mà quán chẳng bán gì thế này thì thật sự rất lạ. Chưa kể thái độ phục vụ kém, nhân viên cứ lơ lơ khách thế nào ấy.
QUYẾT ĐỊNH RA VỀ THẲNG SAU 15P CHẠY XE SML ĐẾN VÀ KHÔNG MUA ĐƯỢC GÌ, một trải nghiệm tuyệt vời nhe Royal Tea :)",695583,bonnie_tran2002,9.966914628167801,105.09939427551691,Royaltea - Trà Sữa Hồng Kông - Phú Cường,1.2,Thùy Ngôn,0
40246,"Tôn Đức Thắng,Tp. Rạch Giá, Kiên Giang","Do not recommend coming here. Came with my family at 8:00am. They made us wait 45 minutes for nothing. They ran out of soup, rice. They only had bread! Worst experience ever!",666170,foodee_ymb790gk,10.0019736368832,105.0810139177131,Seaview Cafe,1.0,Mytrang Truong,0
40247,"Tôn Đức Thắng,Tp. Rạch Giá, Kiên Giang",THEY MADE US WAIT 1 HOUR TO TELL US THEY RAN OUT OF OUR FOOD. WASTED 1 HOUR OF MY LIFE. WILL NEVER COME BACK. DO NOT RECOMMEND. PLEASE DO NOT COME HERE!,666170,foodee_hij39b1b,10.0019736368832,105.0810139177131,Seaview Cafe,1.0,Alex Nguyen,0
40258,"Tôn Đức Thắng,Tp. Rạch Giá, Kiên Giang",Nhìn ly nước cam nhạt như nước dảo hết muốn uống chỉ được cái View tạm được.😓,215108,foodee_1btb836i,9.972975,105.09352,Bến Du Thuyền Cafe,1.8,Le Ngoan,0
40412,"Lô 30-31-32 Khu C9 Lạc Hồng, Lạc Hồng, P. Vĩnh Lạc,Tp. Rạch Giá, Kiên Giang",Sẽ không bao giờ quay lại nữa,286631,thanhthy9180,9.9941750085127,105.087623226643,Mì Cay HanSu,3.0,Thanh Thủy,0
40414," Khu Hoa Biển 16 ha, P. Vĩnh Thanh Vân,Tp. Rạch Giá, Kiên Giang",Nhà hàng xuống cấp không gian nhìn rất tồi tàn và không sạch sẽ. Thức ăn tạm được không có gì đặc sắc được cái mắc hơn. Phục vụ y như quán bình dân.,15160,nguyennhatmail,10.007291,105.077169,Hoa Biển,2.8,Nhat Nguyen,0
40416," Khu Hoa Biển 16 ha, P. Vĩnh Thanh Vân,Tp. Rạch Giá, Kiên Giang","Đây là nhà hàng tệ nhất tôi từng ăn, mọi người cứ nhìn càng cua tôi từng ăn sẽ hiểu, giá cua 720k/1kg nhưng cua ốm, càng cua không có thịt... tôi có chụp lại để mọi ng tránh thằng này ra, nói chung đồ ăn ở đây món nào cũng tệ, nhưng giá trên trời ... mọi ng cẩn thận ....",15160,ledanhbang,10.007291,105.077169,Hoa Biển,1.8,Bang Le,0
40462,"6 Trần Hưng Đạo, P. Vĩnh Thanh Vân,Tp. Rạch Giá, Kiên Giang","Mọi người đừng ăn ở đây, đúng là cháo khá ngin, nhưng toàn dùng nguyên liệu Trung Quốc. Vừa rồi bị sở y tế phát hiện họ toàn dùng nội tạng heo thối rữa từ TQ nhập qua. Mọi người cẩn thận nha.",29699,chubenhonho,10.009668,105.086889,Cháo Quảng 2,1.0,Tig,0
40506,"P9-37 Đường 3 Tháng 2, KĐT. Phú Cường P. 9,Tp. Rạch Giá, Kiên Giang","Ưu điểm: 
1. Mùi vị kem cuộn khá ngon, nhưng cần bổ sung phong phú thêm thực đơn. Món yogurt trái cây ăn rất thơm và ngon, hương vị hài hoà.
2. Không gian quán mát mẻ, sạch sẽ.
Khuyết điểm:
1. Tác phong, thái độ của nhân viên phục vụ chưa được xem trọng, làm việc không chuyên nghiệp, không niềm nở, cư xử kém, khả năng ứng biến chưa linh hoạt.
2. Cách trình bày món ăn không bắt mắt, không hấp dẫn, gây cảm giác khó chịu với thực khách, đặc biệt đối với các món ăn mặn ( cá viên, bò viên, xúc xích Đức, tôm cuộn...). 
Mỗi người kêu một phần lại dồn chung vào một dĩa bé xíu, chiên món mặn lại không thấm dầu, ăn rất ngán. Đáng phản ánh nhất là tương ớt, tương đen không chất lượng, có mùi hôi, cần xem lại vấn đề này. 
3. Giá bán khá đắt ( so với mặt bằng chung các quán khác), vấn đề về giá có thể chấp nhận được nếu các món mặn có kèm theo dưa chua, dưa leo...",153679,onththy,9.9691676139589,105.0976127386093,Kem Cuộn Rạch Giá - 3 Tháng 2,2.6,Thúy Đoàn,0
40531,"Tôn Đức Thắng,Tp. Rạch Giá, Kiên Giang","I would never come back to this place. The food took too long. The food came 20 to 30 minutes later. The fried rice was the worst I’ve ever tried. Other dishes was not good. The chicken was very chewy. The place is also expensive. The fried rice had no flavor, I had to use lots of soy sauce. The hot pot didnt have a lot of meat in it either.",71664,foodee_hij39b1b,9.98628,105.087746,Nhà Hàng Gió Biển - Tôn Đức Thắng,3.0,Alex Nguyen,0
40532,"Tôn Đức Thắng,Tp. Rạch Giá, Kiên Giang","Nếu ai có ta định ăn ở đây thì mình khuyên ko nên ghé,vì món ăn rất dở,cua bọng toác.Rg rất nhiều quán ngon nên sổ ghé quán này",71664,foodee_b4a4015f,9.98628,105.087746,Nhà Hàng Gió Biển - Tôn Đức Thắng,2.0,foodee_b4a4015f,0
40534,"Tôn Đức Thắng,Tp. Rạch Giá, Kiên Giang","Phục vụ tồi tệ. Nhân viên mất dạy. 
Vào ăn mà nó coi mình như ăn xin. Hay nó bố thí cho mình. 
Thái độ không thể mất dạy hơn. 
Nhà hàng lớn mà đem tô canh ra , nó vừa dơ, còn bị sứt mẻ. Mình hỏi thì hất mặt nói hết tô rồi, còn thế thôi. 
Trời tức ko tả nổi. Đừng có ai mà vô mà mang thêm cục tức về nha.",71664,keyjidang1990,9.98628,105.087746,Nhà Hàng Gió Biển - Tôn Đức Thắng,1.0,Key Dang,0
40538,"Tôn Đức Thắng,Tp. Rạch Giá, Kiên Giang","Đến Rạch Giá vào dịp nghỉ lễ, chọn Gió Biển với view thật hoành tráng. Cả bàn 20 người ngồi chờ 45p, năm lần bảy lượt các em phục vụ dạ rối rít nhận order thức ăn nhưng chẳng thấy mặt đâu :(, khi xuất hiện bào chữa do khách đông quá nhưng mình nhìn quanh chỉ hơn 7 bàn.
Gọi 3kg cua rang muối, giá của 550k/1kg nhưng có đến 1,5kg cua ốp, chả có miếng thịt nào, gọi quản lý ra, lý do các  kiểu và xin thu hồi lại và mang cân trừ tiền cho khách là 400gr. Mà chẳng hiểu bếp làm kiểu gì mà cua rang muối làm như cua hấp, có vài hột muối, nước chảy long tong.
Món thứ 2 là rau thập cẩm luộc chấm kho quẹt, ảnh của mình chụp là món kho quẹt. Thiệt là kinh khủng, đã đi rất nhiều nơi trên các tỉnh thành nhưng chưa có nơi nào làm cái món kho quẹt tệ kinh khủng như vậy, bao gồm cá cơm khô và ít thịt ba chỉ kho chung, gia vị không có thể dùng từ nào để chê.
Và lẩu đặc biệt của nhà hàng Gió Biển như trong ảnh, không dám ăn vì nhìn chán lem nhem như một quán cóc khu bình dân ổ chuột.
Giá lẩu là 280k/ 1 lẩu nhưng nhìn cái lẩu và dĩa rau thì mời mn review hộ mình :(
Khách order 8 món, ngồi chờ mệt mỏi nhưng nhà hàng chỉ dọn lên 3 món, bỏ sót của khách 5 món. Nhưng cũng may mắn cho mình, không lại tiếp tục bị tra tấn :(((
Thật lòng không chấm được điểm nào cho nhà hàng này, quá tệ từ dịch vụ, bếp nấu.",71664,khaphuc2013,9.98628,105.087746,Nhà Hàng Gió Biển - Tôn Đức Thắng,1.0,khaphuc2013,0
40552,"P9 36 Đường 3 Tháng 2,Tp. Rạch Giá, Kiên Giang",Cafe pha phin cho rất ít cafe. Đã thế góp ý với nhân viên thì bạn nv nữ đó kiểu ko tiếp thu mà trả lời trả vốn lại. Đồ ăn tạm đc.,291070,foodee_du9996jz,9.976076,105.094675,Sun House Coffee & Ice Cream,2.0,Uyên,0
40604,"188 Đoàn Thị Điểm,Tp. Kon Tum, Kon Tum",Quán này không có gì ấn tượng . Phục vụ chậm và đồ ăn rất tệ. Nước uống tạm tạm . Nói chung là sẽ không ghé lại nữa,156881,ngochakt1993,14.3541004,108.0017315999999,Trà Sữa Nobita - Đoàn Thị Điểm,2.2,ngoc ha,0
40607,"339 Phan Chu Trinh,Tp. Kon Tum, Kon Tum","Quá thất vọng. 
Gọi mì cay thì mang toàn rau úa ra. Gọi nhân viên ra nói thì nhân viên đổi và nói vội quá k lựa kĩ. K bt ăn rau cũ hay rau chưa rửa. Gọi bò nè xuất có pate thì k thấy pate đâu. Nhân viên phục vụ thì lơ tơ mơ. Quá chán ho chất lượng quan này. Nêu chủ quán đọc dc thì nên khắc phục. Khách còn đôg là chưa có quán nào ở kontum hon câc bạn thôi.",656243,chuoikt,14.35211,108.001192,Phố Mì Cay Seoul 12 Cấp Độ - Phan Chu Trinh,2.0,vinh nguyen,0
40609,"339 Phan Chu Trinh,Tp. Kon Tum, Kon Tum",View thì tạm đồ ăn thì mắc mà chẳng đc cái. Mấy bữa kêu cơm trộn hải sản mang ra cái nồi đầy rau ít cơm ít hải sản.NS CHUNG MN ĐỪNG NÊN VÀO QUÁN NÀY CHỈ TỔ TỐN TIỀN,656243,hongktum,14.35211,108.001192,Phố Mì Cay Seoul 12 Cấp Độ - Phan Chu Trinh,2.8,hongktum,0
40613,"339 Phan Chu Trinh,Tp. Kon Tum, Kon Tum","Quán được cái vỏ bọc bên ngoài lừa người, bên trong chả được cái gì, quán thì kín, to mà được mấy cái quạt à, nóng chết được, nhiêu đây đủ ăn không ngon rồi, rồi tiếp theo là cách trang trí của quán thì hết nói, quán to quá trời mà lại dùng phấn vẽ lên tường trang trí, khách vô ngồi ăn dựa tường là dính phấn hết, tới khâu đồ uống thì dỡ thôi rồi,  cái nào cũng mắc mà chả cái nào ra hồn cả, trà đào thì loãng, k có vị đào, như là nước đường, giá 22k mà cho được 3 lát đào mỏng dính, còn thua cả ly 15k vỉa hè nữa. Đồ ăn thì thôi, cạn lời rồi, dỡ hết chổ chê, mì cay gì toàn nước, chưa kể là hôm đó mình kêu cơm trộn bạch tuột mà mang ra mình tìm lòi mắt cũng không thấy bạch tuột, chỉ toàn cà rốt, dưa leo z mà nó có giá 38k trong khi đó giá thực tế chưa tới 15k nữa. Phục vụ thì dỡ, k nhiệt tình. nói chung là đừng dại bước vô thử, vô phí tiền, đừng để vẻ ngoài của nó đánh lừa. Thời gian gần đây quán mới mở nhiều người k biết nên đi ăn rất đông, người đi ngoài đường thấy thế tưởng quán ngon nên vô ăn theo mà đâu biết nó tệ đến thế. nên mọi người cẩn thận, kẻo mất tiền oan.",656243,drpie,14.35211,108.001192,Phố Mì Cay Seoul 12 Cấp Độ - Phan Chu Trinh,1.0,Nhiên Nguyên,0
40721,"Phạm Ngũ Lão, Quyết Thắng,Tp. Kon Tum, Kon Tum","Quán đổi chổ nhiều lần nên mỗi lần đi ăn lại khó, không gian trong quán bị bí hơi, nên rất nóng và dễ bị ám mùi thức ăn, phục vụ quá lâu, thức uống hay đồ ăn đều dỡ, đặc biệt là bánh rán, nó làm một tín đồ của Nhật như mình thất vọng.",177597,drpie,14.3472526748246,108.00280250608921,Ăn Vặt Ballon,1.8,Nhiên Nguyên,0
40783,"474 Hùng Vương, Tổ 5, P. Quang Trung,Tp. Kon Tum, Kon Tum","Theo thông tin gần đây của 1 người đáng tin cậy làm bên thực phẩm thì quán chong chóng trà sữa rất dơ, tuy nhiên chưa bắt tận tay được, mọi người cẩn thận.",149282,drpie,14.3576014,108.0068138,Trà Sữa Chong Chóng - Hùng Vương,1.2,Nhiên Nguyên,0
40796,"575 Nguyễn Huệ,Tp. Kon Tum, Kon Tum",Ăn dĩa cơm khô khốc với 2 cục xương gà chiên mắm mà bán với giá 55k. Thiệt hết nói,667125,hellakit,14.345602261201801,108.00374764949079,Quán Cơm 77,1.0,Nhan Huynh,0
40797,"575 Nguyễn Huệ,Tp. Kon Tum, Kon Tum","Nhà mình đi 7 người kêu 7 dĩa cơm, lúc đầu nói giá 30k nhưng lúc ăn xong lại tính tiền thành 50k/dĩa",667125,andreaserena,14.345602261201801,108.00374764949079,Quán Cơm 77,1.0,Phượng Hằng,0
40801,"102 Hồ Tùng Mậu,Tp. Kon Tum, Kon Tum","Đồ ăn tạm - Cô chủ quán kém học lẫn văn hóa
- Vào gọi món thì bà chủ vác bản mặt hậm hực ra tiếp, ok vui vẻ cho qua
- Gọi cá chình suối nv báo 1,2kg sau tính bill lại 1,3ky, ok cũng có nói lại nhưng không bao nhiêu nên vẫn cho qua nhưng thực ra cá chình 1,2kg làm ra như vậy là chưa chuẩn vì mình hay gọi dùng cá này
- Tính bill nhà hàng bảo giá đã có VAT nhưng khi đưa GPKD xuất hd cô chủ quán ko xử lý dc lại ghi nhầm, ra phản rồi lại quát chửi mình > WTF? mình bỏ tiền ra đi ăn mà có bỏ qua nữa dc ko?
Kết: Quán dịch vụ quá kém, chủ quán thì kém văn hóa lẫn dịch vụ nghiệp vụ
 Chắc chắn không quay lại quán này lần 2 và cũng mong khách nên né quán này để tránh bị trường hợp như mình",703366,foodee_d614321e,14.3534058,108.0157118,Quán Nhậu Tri Kỷ,1.0,foodee_d614321e,0
40829,"157 Hàm Nghi,Tp. Kon Tum, Kon Tum","Khá tệ, trà sữa thì ít, đá thì nhiều, vị cũng chẳng ngon mấy, được cái thạch thôi, view của quán khá lạ, theo hơi hướng gia đình, đường vào quán khó đi.",648780,drpie,14.3653658,108.0047035,Trà Sữa Ngon Số Một Kon Tum,2.8,Nhiên Nguyên,0
40867," 30 Bạch Đằng, P. Quyết Thắng,Tp. Kon Tum, Kon Tum",Vào quán này 1 lần và k thích vào nữa.đồ uống dở so với giá.nhân viên thì mặt bí xị.cái anh quản lý gọi mãi mà tâm trí để ở đâu đâu.nói chuyện mà thái độ như đi bắt tội phạm vậy.mất cảm tình từ lần đầu tiên.,85543,ngocluukb,14.345128,108.001184,Indochine Coffee,2.6,Ngocluukb,0
41047,"21 Trần Cao Vân, P. Thống Nhất,Tp. Kon Tum, Kon Tum","Tôi ko biết trước đây chất lượng của quán như thế nào nhưng ở thời điểm hiện tại tháng 7/2019 quán RẤT TỆ! 
Trước tiên là về món ăn: bất cứ ai nói vs các bạn “ chưa ăn gỏi lá thì chưa đến kontum” thì đừng có tin! Toàn xạo ko à! 50 loại lá như trong quảng cáo tui ko hề thấy và toàn là những loại lá bạn có thể hái bên lề đường chứ ko hề xuất phát từ rừng nào cả! Lá lốt , dền , hành, ổi,... món ăn mang ra rau rửa ko sạch, tôm đất thật sự giống như các bạn đảo sơ qua chảo r mang lên cho khách v! Vài miếng giò thủ nhưng đc cắt vụn ra nhìn rất mất thẩm mỹ! TÓM LẠI: 40K / suất LÀ KHÔNG XỨNG ĐÁNG
Thứ 2 là phục vụ! Dọn món thì thiếu , nch thì mặt nặng mày nhẹ, phục vụ ko chu đáo , và tệ nhất 1 điều là việc tui hỏi “ 5 ng thì phải ăn bao nhiêu suất v em? “ thì nhân viên trả lời “ 5 ng thì phải 5 suất “ nhưng các bạn biết 5 suất của họ là gì ko? 1 đĩa dò thủ thịt heo luộc cắt vụn , 1 đĩa tôm đất loại rẻ tiền ngoài chợ rang sơ ko mùi vị , 1 tô nước chấm thịt và 1 đĩa lá rửa chưa sạch!! Nhìn qua bàn bên 2 ng cũng từng ấy ko hề thay đổi về số lượng thức ăn trong dĩa? V thì có phải là nv cho tui ăn 1 quả lừa to ko? 
COI NHƯ ĐI BỎ 200k/5ng ĐỂ BIẾT THẾ NÀO LÀ ĐI KONTUM!",122279,foodee_896bec5b,14.3494703,108.014453,Dub Gỏi Lá - Sức Sống Mới,2.6,foodee_896bec5b,0
41048,"21 Trần Cao Vân, P. Thống Nhất,Tp. Kon Tum, Kon Tum","Quán bán khá đắc đặt biêt là khách du lịch. Nói chung đò ăn ko ổn lắm 
Ps: nhớ đừng gọi mì xào dòn nha",122279,quoc110684,14.3494703,108.014453,Dub Gỏi Lá - Sức Sống Mới,2.6,quoc,0
41056,"Trần Phú,Thị xã Lai Châu, Lai Châu","Chắc sắp đóng cửa nên hỏi gì cũng không có, không kem, không trân châu, không sữa tươi, không sữa chua... Em gái nhân viên chắc đang cãi nhau với bồ, nói chuyện với mình mà cứ cắm mặt vào điện thoại. 

Kêu 1 lý hồng trà hạt lô hội thì đem ra trà sữa hồng trà. Okay, coi như em ấy nhầm, bỏ 1 ly, kêu lại ly hồng trà thì em ấy gạt phăng đi ""Tụi em hết hồng trà rồi."" #&%'@#... Phủi tay đi về, uống 1 miếng trà sữa hồng trà rồi vất luôn cái ly vào thùng rác, nhạt toẹt, dở kính khủng, chỉ lo tối về đau bụng vì trót dại uống",663463,foodee_q18h9qp9,22.393899,103.464139,Ding Tea - Trần Phú,2.8,Bui Bich,0
41060,"1 Bis Phan Đình Phùng, P1,Tp. Đà Lạt, Lâm Đồng","Sao càng ngày ,các thánh người nhà , dòng họ, bạn bè review không vậy.
NƯỚC LÈO THÌ DỞ 
THỊT CẮT ĐỂ GIÓ NÓ CŨNG BAY
CHẲNG RA HƯƠNG VỊ NÀO HẾT",910553,chautrongnghia1988,11.941735,108.4324345,Nhà Hàng Phở Thố Đá Chu Gia,2.8,Trọng Nghĩa Châu,0
